Bike,Description,Price,Year,Location,State,Listed,Source,Link
CR250,2006 Honda CR250R@@@4902232@@@ ? Call or text 951-531-7068 for more information 2006 Honda CR250R …,"$3,995",2006,Corona,CA,08/10/17 5:18 pm (1 day ago),eBay,[Link](http://www.bikefinds.com/for-sale/e152658364955)
250XC-W,"BRAND NEW 017 17 KTM 250XCW 250 XC-W YEAR END CLOSEOUT BUY IT NOW $7799BRAND NEW 017 17 KTM 250XCW 250 XC-W ONLY $7799 !! EXCELLENT BUY !! LICENSED AND BONDED DEALER BUY NOW IT NOW !!!! CALL 870-351-5865 OR 870-261-5502 CELL DONT MISS IT !!! CALL NOW AT 870-919-5721 OR 870-261-5502.PLEASE CALL 870-261-5502 MONDAY THRU SATURDAY FROM 9AM TO 6 PM CENTRAL TIME.WE OFFER PARTS FOR MANY DIFFERENT POWERSPORTS VEHICLE. WE HAVE PARTS FOR MOTORCYCLES, ATVS, SCOOTERS, UTVS, GO CARTS AND MORE. WE HAVE NEW AND USED PARTS FOR ALL MAKES AND MODELS. TRY US FIRST.IF YOU HAVE …","$7,799",2017,Jonesboro,AR,08/05/17 3:02 pm (6 days ago),eBay,[Link](http://www.bikefinds.com/for-sale/e162618660217)
CR125,CR1252004 Honda CR125. This is a clean bike that needs nothing fresh suspension by SRS. Fresh motor with new top end also have stock wheels and tires complete with rotors and sprocket,"$3,500",2004,Mansfield,OH,08/09/17 3:37 pm (2 days ago),eBay,[Link](http://www.bikefinds.com/for-sale/e162624598937)
YZ250,99 yz250Great condition bike runs strong. New plastics new brake pads Call or text for anymore info,"$1,750",1999,Griffin,GA,08/08/17 8:32 pm (2 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/e1759f227f6cb3074ebf0ee1547c87dd)
CR250,Honda 2001 CR250R2001 CR250R for sale by owner. Rode twice. In very good condition. Owner's manual and Competiton Handbook included and accesories.,"$2,000",2001,Philadelphia,PA,08/06/17 12:57 am (5 days ago),eBay,[Link](http://www.bikefinds.com/for-sale/e182704073219)
CR500,"2005 RM500 RM250 FRAME W/ 1997 Honda CR500 2 Stroke Motor Engine Motor SOCALIf your looking for a bike with Massive power and awesome handling then here you go. This is a freshly built 1997 Honda CR500 2 Stroke motor installed into a 2005 RM250 Frame. This amazing running and handling bike was built to be reliable, but yet still terrifying if you decide to yank on the throttle. The motor only has 30 minutes of break in time since a complete rebuild. The rebuild consisted of New Crank Bearings, replated cylinder from millenium, wiseco piston, new clutch plates, etc. …","$3,900",2005,Menifee,CA,08/08/17 4:10 pm (3 days ago),eBay,[Link](http://www.bikefinds.com/for-sale/e182708750821)
150XC,KTM 150SX 20172017 KTM 150SX. Only 6 hours! Perfect conidtion! KTM recommended Jet Kit installed.,"$6,285",2017,Reedsville,WI,08/02/17 8:23 pm (8 days ago),eBay,[Link](http://www.bikefinds.com/for-sale/e192265454003)
KX125,"1984 Kawasaki KX125Bike runs great. Really fast and fun. Recently rebuilt engine. Engine is basically stock, with the exception of Boyesen reeds and a DG pipe. I did have some headwork done to it, so I run a 50/50 mix of C12 race fuel and 93 octane pump gas, which ends up at about 103 octane. Bike seems to like that mix. New DC Plastic and seat cover. Has a Yamaha YZ250 front fork and wheel. That set up was on the bike when I bought it. It works, so I didn't change it back to the stock set up. Biggest benefit …","$1,200",1984,Peoria,AZ,08/07/17 3:54 pm (4 days ago),eBay,[Link](http://www.bikefinds.com/for-sale/e192270062492)
CR250,"CR2501992 Honda CR250. FMF Fatty pipe with Turbine2 spark arrester. Clark desert tank, also have stock tank. IMS pegs, Acerbics hand guards, Pro Taper CR high bars. Solid desert sled or CALVMX GP3. Green sticker current to June 2019. Title in hand. $1350 [...]","$1,350",1992,Chula Vista,CA,08/09/17 7:39 pm (1 day ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/e1ccb83c98e2f7bb22925e34c66251e3)
KX125,"Kx 125Hey guys ! Today I am selling my 1999 KX 125. The bike is in good condition for the year, runs and rides perfect. The bike will need back break work , everything is there , the back breaks just aren't catching and I don't have the time to be messing [...]","$1,400",1999,Pawtucket RI,RI,08/11/17 3:28 pm (4 hours ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/e1e8b2b47452111baf230e8a5f5a38db)
CR125,1999 Honda CR125 dirt bike CR 125 two strokeThis is a good used Honda CR125 two stroke dirt/MX bike. Has a 55mm wiseco top end with less than 3 hr on it. Pro circuit pipe. Tires are 90%. Runs great Very fast. Local pick up only. No title.,"$1,240",1999,Gorin,MO,08/08/17 4:12 pm (3 days ago),eBay,[Link](http://www.bikefinds.com/for-sale/e202014495950)
KTM 125 SX,"Ktm 125sx1999 Ktm 125sx has low hours on engine. Brand new Dunlop Geomax tires, newer grips, newer seat cover, newer air filter, newer chain and sprockets. Bike starts 1st or second kick always. Clutch is smooth and brakes are good. Runs good never had any pr [...]","$1,500",1999,Clear lake wi,WI,08/08/17 11:39 pm (2 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/e21588b58eefb195dcc11bc06d912660)
YZ250,"2000 Yamaha YZ250 2 Stroke Dirtbike Very Good ConditionMotorcycle is in good shape. The motor was rebuilt ( top end , clutch ) and was immediately put into climate controlled storage. Fenders have been replaced as well as levers. Pro Circuit pipe. The stand is not included. There is no title. I can issue a bill of sale if needed. Mileage is unknown as it is a dirtbike.","$2,500",2000,Myrtle Beach,SC,07/30/17 3:10 am (12 days ago),eBay,[Link](http://www.bikefinds.com/for-sale/e222597311877)
RM250,2005 rm 2502005 rm 250.Engine and trans completeley rebuilt by eric gorr with 300 big bore kit less than 25 mins on engine New fork sealsNew bearingsNew tires Pro circuit pipe and silencerRental fat barsFor more photos or questions text 732-606-6817,"$1,500 (auction)",2005,Hopatcong,NJ,08/11/17 7:21 pm (11 minutes ago),eBay,[Link](http://www.bikefinds.com/for-sale/e222603896976)
CR500,1985 honda cr500r cr500 500 cr 2 strokeWe are treasure hunters. We go to hundreds of auctions and sales a year looking for treasure and we sell most of our finds online and at swap meets. Up for auction is a 1985 Honda cr 500 dirtbike. The bike started and we were able to ride it around. (after kicking it over for an eternity) The carburetor leaks fuel badly. The muffler is not properly bolted and falls off while riding it (see pics). Bike runs good other than that. It was found in an estate auction with 6 inches of dust on it so …,"$1,000 (auction)",1985,Reno,NV,08/07/17 12:30 am (4 days ago),eBay,[Link](http://www.bikefinds.com/for-sale/e222605120444)
CR250,"CR250 Honda 2001 FRESH EngineFOR SALE: 2001 Honda CR250R* NEW ProLite piston, rings, pin, pin bearing, in good cylinder.* NEW main bearings & seals on good Honda crankshaft.* NEW TwinAir air filter.* Boyesen carbon fiber reeds.* ProCircuit Platinum pipe.* FMF PowerCore silencer.* Race clutch springs.* Keihin carb.* Applied billet triple clamps.* Magura adjustable front brake master cylinder.* All bearings have been greased with molybdenum disulfide grease.* Has less than 20 minutes of easy breakin on rebuild by 30 year …","$2,100",2001,Niles,MI,08/11/17 7:21 pm (11 minutes ago),eBay,[Link](http://www.bikefinds.com/for-sale/e222606732666)
CR250,"2002 Honda CR250R2002 Honda CR250R in MINT Conditions Honda CR in amazing used conditions with less than 20 hours. Engine NEVER opened, suspension NEVER touched and bike NEVER Raced. Exhaust System FMF Aftermarket [FMF Racing Exhaust Pipe + Shorty Silencer] Clean Title and Bill of Sale. Engine and transmission � Top of Form Bottom of Form Engine type: 1 cylinders, 2-stroke, Single Displacement: 249 cc (15.21 cubic inches) Bore � stroke: 2.61 inch � 2.83 inch (undersquare - longstroke) Cooling system: Water …","$7,700",2002,Hollywood,FL,08/08/17 4:38 pm (3 days ago),eBay,[Link](http://www.bikefinds.com/for-sale/e222606741957)
CR250,1986 HONDA CR250RReturn to the glory days of Honda blazing high performance two cycle motocross screener. Like new used 20 miles!!! Faster than fast. This bike out performs a new Honda 450cr only available as a four stroke. Stored in heated garage. Single owner. Fanatic care and maintenance. I love this motorcycle and will definitely assist with transport.,"$2,490 (auction)",1986,Kaysville,UT,08/05/17 11:45 am (6 days ago),eBay,[Link](http://www.bikefinds.com/for-sale/e232431786606)
CR250,"1980 cr250 works bike conversion marty tripes 1979 rc2501980 cr250 complete restoration converted to 1979 rc250 marty tripes works bike. the only bike in motocross history where a works bike was Claimed in a claiming race...works style aluminum tank . hand made aluminum swingarm. custom works aluminum silencer noleen shocks .straight pull hubs stainless spokes .engine complete rebuild , signed by jon-r . martys mechanic.. marty tripes has said the is the best most accurate recreation he has ever seen ...all the best parts .a show piece or take it …","$9,500",1980,Anaheim,CA,08/10/17 3:57 pm (1 day ago),eBay,[Link](http://www.bikefinds.com/for-sale/e232442622925)
CR250,"1987 Honda CR250R motocross motorcycleAll time classic 1987 Honda cr250r motocross bike. Rear shock and forks rebuilt July this year (I have receipt--$425). Tires are like new, runs great, plastic is in good condition, these are hard to find in good condition and it's the very desirable 1987 model year....email with questions. Buyer to make any shipping arrangements. $200 payment due within 48 hours of auction ending. This is also for sale locally so I will end auction if it sells before reserve is met. Bill of sale will be given …",$ 0 (auction),1987,Fenton,MI,08/11/17 7:21 pm (11 minutes ago),eBay,[Link](http://www.bikefinds.com/for-sale/e232442756737)
KDX 200,1996 Kawasaki KDX200What I have here is probably one of the cleanest 1996 KDX 200 around. This thing runs perfect and needs absolutely nothing but a rider. The motor has never been opened up and is very strong. This is a testament to the low hours it has and kdx reliability. The tires are virtually new. There are some tasteful mods on this bike... UFO frame guards UFO disc and fork guards Cycra hand guards Moose AOF clutch perch and lever IMS shifter IMS SS foot pegs Skid plate Tusk CR high bend bars Race Tech …,"$2,300",1996,West Bend,WI,08/11/17 3:05 am (16 hours ago),eBay,[Link](http://www.bikefinds.com/for-sale/e232443307707)
CR250,"Nice 2000 cr250 OBOSelling my very nice 2000 cr 250 Runs and rides great,Starts first second kick everytime Bikes ready to ride. Pro circuit full pipe (jetted perfect) Newer sprockets and chain Ebc clutch kit. Avs clutch levers Vforce 3 reeds Fully rebuilt MCR [...]","$2,500",2000,Almont mi,MI,08/07/17 3:10 pm (4 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/e2487aae71cd1b25c06360064a76f179)
YZ125,"Yamaha YZ1251996 Yamaha YZ125. All new bushings and bearings on rear swingarm. New clutch. New rear tire. New tubes on front and rear. All new fluids. Pro-Taper clutch handle. Brand new sticker kit. FMF Gold Series FATTY exhaust. Runs great, ready to go. No title.",$100 (auction),1996,Huntington Station,NY,08/11/17 7:21 pm (11 minutes ago),eBay,[Link](http://www.bikefinds.com/for-sale/e253079036761)
300XC,Nice KTM 300 XC Adult ridden and maintained2014 KTM 300 XC Adult ridden and maintained. Needs battery. Seller may end auction early in the event of a local sale.,"$5,500",2014,Carolina,WV,08/11/17 7:21 pm (11 minutes ago),eBay,[Link](http://www.bikefinds.com/for-sale/e263125393466)
YZ125,"2017 YAMAHA YZ125 2-STROKE RACING MOTOCROSS MOTORCYCLE 0 MILES BUY IT NOW $5899NEW 2017 YAMAHA YZ125H22-STROKE RACING MOTOCROSS MOTORCYCLENEW 0 MILES BUY IT NOW $5899.00ZERO HIDDEN FEESWISCONSIN RESIDENTS JUST ADD TAX Modern Styling Modern, aggressive styling, including front fender, front number plate, radiator shrouds, side number plates, air box, rear fender, fork guards, as well as the rear brake disc protector, rear brake caliper protector and wider foot pegs�just like the 4-strokes.Lightweight Frame A light aluminum frame housing a patented YPVS�-equipped ripper …","$5,899",2017,Port Washington,WI,08/08/17 7:45 pm (2 days ago),eBay,[Link](http://www.bikefinds.com/for-sale/e263133249836)
YZ250,"2017 YAMAHA YZ250 2-STROKE RACING MOTOCROSS MOTORCYCLE 0 MILES BUY IT NOW $6699NEW 2017 YAMAHA YZ250H22-STROKE RACING MOTOCROSS MOTORCYCLENEW 0 MILES BUY IT NOW $6699.00ZERO HIDDEN FEESWISCONSIN RESIDENTS JUST ADD TAX Modern Styling Modern, aggressive styling, including front fender, front number plate, radiator shrouds, side number plates, air box, rear fender, fork guards, as well as the rear brake disc protector, rear brake caliper protector and wider foot pegs�just like the 4-strokes.Lightweight Frame A light aluminum frame housing a patented YPVS�-equipped ripper …","$6,699",2017,Port Washington,WI,08/08/17 7:45 pm (2 days ago),eBay,[Link](http://www.bikefinds.com/for-sale/e263133249848)
RM250,"Suzuki RM 250 runs like new1981 Suzuki RM250 2 stroke, this bike runs like new and looks great. It does have normal wear and tear, it is sold as is. The bike had roughly $400 in preventative work (ie.. tune up, oil change) and is ready for some dirt!! The bike also includes 2 heavy duty ramps, 2 helmets, Goggles, gloves, boots (size 13 men), all of the equipment is almost brand new (most only worn once). This bike runs great and has many extras.","$2,999",1981,Lawrenceville,GA,08/08/17 8:06 pm (2 days ago),eBay,[Link](http://www.bikefinds.com/for-sale/e263133285707)
YZ250,"2014 Yamaha YZ250 F UsedSales Manager (636) 946-6487 3830 West Clay St St Charles Missouri 63301     14 Yamaha YZ250 F Vehicle Information Year: 2014 Make: Yamaha Model: YZ250 F Condition: Used Description 2014 Yamaha YZ250THE 2-STROKES LIVES The YZ250 is the standard by which every other 250cc 2-stroke motocross wishes they live up to. With giggle inducing power, unbelievable lightweight handling and legendary Yamaha durability. Plus, 2-Strokes are easier and cost less to maintain! …","$4,599",2014,Saint Charles,MO,08/10/17 5:59 pm (1 day ago),eBay,[Link](http://www.bikefinds.com/for-sale/e263137341613)
YZ250,"2014 Yamaha YZ250 F UsedSales Manager (636) 946-6487 3830 West Clay St St Charles Missouri 63301     14 Yamaha YZ250 F Vehicle Information Year: 2014 Make: Yamaha Model: YZ250 F Condition: Used Description 2014 Yamaha YZ250FTHE ALL-NEW 2014 YZ250F Has a brand new EFI engine, an entirely new chassis, superior mass centralization and new suspension components for improved high RPM power with truly instinctive handling. Key Features May Include: New liquid-cooled, DOHC 4-valve, …","$4,599",2014,Saint Charles,MO,08/10/17 6:00 pm (1 day ago),eBay,[Link](http://www.bikefinds.com/for-sale/e263137342571)
YZ250,"2015 Yamaha YZ250 F UsedSales Manager (636) 946-6487 3830 West Clay St St Charles Missouri 63301     15 Yamaha YZ250 F Vehicle Information Year: 2015 Make: Yamaha Model: YZ250 F Condition: Used Description 2015 Yamaha YZ2502-Storke Benchmark The YZ250 is the standard by which every other 250cc 2-stroke motocross bike wishes they could live up to.Standard Features May Include:Modern, aggressive styling, including new front fender, front number plate, radiator shrouds, side number …","$4,999",2015,Saint Charles,MO,08/10/17 6:04 pm (1 day ago),eBay,[Link](http://www.bikefinds.com/for-sale/e263137347769)
RM250,"1997 Suzuki RM250 (2 Stroke)I have a 1997 Suzuki Rm 250 for sale, this motorcycle runs excellent .The piston/Head has been sleeved ( new rings/piston/cylinder wall) and I have ridden it probably 12 times since I purchased it. I have new tires on it, and new bars , seat cover, replaced Front /Rear fenders & Number plate (They are black).","$1,900",1997,Portland,OR,08/09/17 8:59 pm (1 day ago),eBay,[Link](http://www.bikefinds.com/for-sale/e282605009210)
KTM 200,"KTM 1190 Adventure - Less than 200 miles on ODO!! Brand new off dealer lot.Hi, my name is Bob and I'm selling my brand new 2015 KTM 1190 Adventure. I just purchased at dealership and the bike is in superior condition. The ride home from the dealership are the only miles put on the bike. It's an incredible machine with only 151 miles on the ODO. Currently under factory warranty. Reason for sale: my wife and I just found out we are having another child and I have another vintage bike. I'm looking to cut down on expenses and family responsibilities come before toys. …",$500 (auction),2015,Berkley,MI,08/11/17 7:21 pm (11 minutes ago),eBay,[Link](http://www.bikefinds.com/for-sale/e292209560803)
KDX 200,"Clean 2003 kdx 200Really clean kdx 200 with brand new sprockets and chain along with new tires, bike is really nice and one this clean is rare, never. Beat on the bike and rode it maybe a couple times every other weekend. Need money fast and no lowballers please thank [...]","$1,800",2003,Andover ma,MA,08/09/17 1:18 am (2 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/e2a812b9696ae040ed0246fea7545984)
300XC,"2007 Ktm 300 xc2007 ktm 300xcLoadedbrand new top end !!!!suspension 20 hoursdicks racing carb modhyde protectionfull fmf exhaust with spark arrestorscott stabilizerscott one piece shark fin300 hours on chassis, 150 on bottom end, newer clutchmoose radiator guardstrail tech liteing, x2 with high output stator moosebought a new bike and this one is not needed but i loved this bike , its ready to go.bike is also for sale locally so i reserve the right to cancel auction","$1,900 (auction)",2007,Laughlin,NV,08/05/17 4:42 pm (6 days ago),eBay,[Link](http://www.bikefinds.com/for-sale/e322636546147)
KX125,"1986 KX 1251986 kx 125. runs great, looks to be all stock parts. If your looking at this bike you know what it is and how hard it is to find a complete one.","$2,250 (auction)",1986,Bay Shore,NY,08/08/17 5:24 pm (3 days ago),eBay,[Link](http://www.bikefinds.com/for-sale/e322641994728)
RM250,"2001 Suzuki RM 250 Brand New Immaculate Condition 2 Stroke2001 Suzuki RM 250 Brand New Immaculate Condition 2 Stroke Purchased several years back, brand new in crate. I rode the bike a few hours for break in (easy riding) suffered a back injury after purchasing and I can no longer ride. Bike is brand new with only a few nicks on lower tank sticker on right side from tie down buckle. See photos. Very slight boot rub marks on frame and clutch case. Stone stock original with just an after market Suzuki cross bar pad and twin air filter installed with …","$3,300",2001,Sun Valley,NV,08/07/17 8:42 pm (3 days ago),eBay,[Link](http://www.bikefinds.com/for-sale/e332335370024)
300XC,"2013 KTM 300 XC many extrasFresh rings, 1hr on complete suspension rebuild by REP, fresh plastic, new front/rear brake pads, new Cycra skid plate, Mojo billet levers, newer Pro Taper pillow top grips, Goldentyres f/r, bark busters w/ shields, rear lower fender with brake light, P3 pipe guard, Pro Circuit pipe, new reed valve this year, Evans Coolant, TM chain guide, SRT radiator guards, Boysen clutch cover, MSR shrark fin, Supersprox rear sprocket, DID chain unknown mileage/hours (KBB retail $5150)","$4,600 (auction)",2013,West Lebanon,NH,08/08/17 12:22 pm (3 days ago),eBay,[Link](http://www.bikefinds.com/for-sale/e332336057238)
YZ250,New 2017 Yamaha YZ250 2-stroke $6699This is a Brand New YZ250 2 stroke---Financing available -----Eligible for BLUCRU rebate----Shipping available.DEALERSHIP WILL CHARGE AN ADDITIONAL $120 SET-UP CHARGE AND A $99 DOCUMENTATION FEE! / A $300 Non-refundable deposit is due at the end of the auction thru PayPal which will come off the price / Tax & Registration apply if you are in Wisconsin / Please contact us at the end of the auction and we will do the same / You can call before you bid and find out any info you will need / Rock …,"$6,699",2017,Johnson Creek,WI,08/10/17 7:26 pm (1 day ago),eBay,[Link](http://www.bikefinds.com/for-sale/e362066915882)
150XC,2017 KTM 150 SX2017 KTM 150 sx 45 hours Skid plate Kick stand Flywheel $5500,"$5,500",2017,san bruno,CA,08/07/17 6:15 pm (4 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/e37dc4b8b9bdd4ab6f28e62f2802ad41)
RM250,suzuki rm 250suzuki rm 250 like new never rode fmf pipe new maxxis tires very fast $1200.00,"$1,200",NA,santa clarita,CA,08/10/17 3:01 am (1 day ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/e3d7f400142a144d4530c26530d907be)
KX250,2005 kx 250Info in the picture. Only selling to put money down on a truck since being my truck is on the last leg. Price is OBO No low balls,"$3,500",2005,canton,GA,08/08/17 10:16 pm (2 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/e3eb778f14ce11f5ff92353ddca7389f)
RM250,2002 Suzuki Rm 250 MotorCross1800$ OBO 2 stroke 250 Pro racing bike. Very fast.,"$1,800",2002,santa rosa,CA,08/08/17 11:55 pm (2 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/e4388333ed232bd4b68a044397856220)
KTM 525,"04 ca plated ktm 525 mxcPlated 525 with everything on it. Race ready! Or desert ready. Engine done by blais racing 1500 miles ago. Radiator guards, desert tank, scotts,suspension set up for 190lbs, extternal oil cooler to hold more oil, lots more bike hauls ### and is like [...]","$3,500",2004,National city,CA,08/07/17 3:00 pm (4 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/e5f60064db933b97d2dccf137d3b9c1e)
CR500,"2000 HONDA CR500 CR 500 LOW HOURS GREAT CONDITION2000 HONDA CR500 VERY LOW HOUR BIKE.IN EXCELLENT CONDITION. STOCK MOTOR.JUST 5 HOURS ON NEW TOP END,WITH WISECO PRO LIGHT FORGED PISTON. FIRST TIME TOP END HAS EVER BEEN DONE.& SAME TIME TOP END WAS DONE ALL SEALS WERE REPLACED BOTH CRANK SEALS W [...]","$4,000",2000,simi valley,CA,08/10/17 1:23 pm (1 day ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/e6304b056fa05a3f1e583bdd37e06b61)
YZ250,"2003 Yz250 2,500Testing the waters Might trade for a Fuel Injected 250f Runs great just want a 4 stroke New Boysen Racing Clutch and Ignition Cover Tusk Racing Clutch and Cable Odi Grips Pro Circuit Factory Header and Silencer Vforce 3 Reeds Mika Metal Bars [...]","$2,500",2003,Severance,CO,08/08/17 1:18 am (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/e64c395ca5b0ec580ba7fe575029a4b2)
YZ125,2003 yz125 (144)I have a 2003 yz125 with a Athena 144 big bore kit has New fork seals new air filter also has pro circuit excaust and some other things protaper bars looking or 1500 firm. Maybe trade for another bike. DONT TEXT ME WITH low balls I will not respond. [...],"$1,500",2003,Middleboro,MA,08/07/17 3:39 am (4 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/e6d8ce61be77e080b3544b903778fd47)
RM250,"2000 Suzuki RM 250 Two Stroke2000 Suzuki RM 250 Two Stroke,Fresh Rebuilt Motor,New Leather Seat Cover,Almost New Tires.Runs Great, Starts on 1st or 2nd kick ! Asking $2000 cash . Will Delete When Sold !!!","$2,000",2000,Salisbury,NC,08/08/17 11:10 am (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/e6dbca86db9519e82a7fdf0415fb20bc)
KX250,Kx250 DirtbikeI have a 2002 kx 250 that was just rebuilt and subframe also has v-force 3 reeds and fmf fatty gold series pipe and silencer also has 2 month old warp 9 wheel with newer tire and factory effex ballisti-grip seat bike is crazy fast and fun just want t [...],"$2,500",2002,Bremerton,WA,08/11/17 4:29 am (15 hours ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/e704a452aa74d50b5a17baa62dac47c4)
KTM 125 SX,"Ktm 125sxI am selling a 2015 KTM 125. The bike is in Immaculate condition and only has 35 hours on the frame. The bike has a new top and with two hours on it new rear tire bike is never been raced and I'm asking$4,000.","$4,000",2015,East Orlando,FL,08/07/17 6:07 am (4 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/e728d1c5df298824cb402d7f5184a9ef)
RM125,"Suzuki RM 125 2004Nice bike new graphics,new tires good condition. cash only serious person no waste my time thanks. Only text show contact info","$1,800",2004,Elmwood park,IL,08/11/17 2:56 am (16 hours ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/e76d957fde6590c4e1fe702824e56da8)
KTM 125 SX,"2012 ktm sx 1252012 ktm sx 125 rebuilt suspension by factory connection,bark busters,new pipe fmf ,new pegs ims ,recent tires sprocket and chain in great shape, used for trail ride only,","$3,000",2012,stoughton ma.,MA,08/09/17 9:12 am (2 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/e913e23a5ca448476afb94e0db3f1e03)
CR250,"2003 Honda cr250I have a 2003 Honda cr250 with 2017 plastics bike was rebuilt beginning of the year, it was completely torn apart with frame being powder coated and swing arm, fmf pipe and silencer, pro taper bars and unbreakable lever and sprockets, lock on grips, [...]","$3,500",2003,Houghton lake,MI,08/08/17 4:21 am (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/e98dad5966f3fca6b31985b8743861ed)
YZ125,"2015 YZ 125 YAMAHA DIRTBIKE2015 YZ-125 Yamaha, Low Hours, Pro Circuit Exhaust Pipe, Pro Circuit Suspension, SDG Seat, Protaper Bars, Protaper Levers, Top End Done, Silencer by Shorty, Very Clean, Like New Tires, Pink On Hand $4599. READY TO GO! Email/Txt/ Call for more detail [...]","$4,599",2015,Burbank,CA,08/07/17 8:27 pm (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/e9fe5a9c896b9e7de7af4cf21944435b)
CR125,"79 CR 125 Elsinore and more79 CR125R Elsinore, Original paint, low hour bike. Ready for vintage racing or riding. Works Performance Shocks, Beautiful Jayco Pipe and silencer, and 21inch front wheel. Runs great! Handles like it should. Bike was just recently brought out of st [...]","$2,500",NA,los gatos,CA,08/09/17 2:45 pm (2 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/eae6e9236dcc30a5475cc367ea838f4c)
KTM 250,"2015 KTM 250 XCF2015 KTM 250xcf. Low hours, well maintained. New Warp 9 rear wheel, tire, brake rotor. New chain and front/rear sprockets. Oversized fuel tank. Brush guards. Runs great. No trades.","$5,500",2015,Germantown,MD,08/08/17 10:22 pm (2 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/eb5b87482a2f2f5a6e2f244b9ccb59f3)
KTM 525,"2009 KTM 530 EXC One ownerUltimate dual sport bike. 1285 miles, Seat Concepts seat, heated grips, KTM fan kit, KTM 3 gallon tank, hand guards, D606 tires, KTM skid plate. Firm, no trades.","$6,450",2009,Port orchard,WA,08/10/17 11:14 pm (20 hours ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/eb6d19224998e514c665c7bc469113a9)
KTM 525,2000 Ktm 520 exc Enduro Dual Sport Plated Dirtbike. Runs great & fastIf you looking for a California plated Street legal dirtbike to terroize the streets or commute to work on or hit the trails with then here you go. This 2000 Ktm 520 exc is ready to go. The bike is mostly stock other then a baja designs dual sport ki [...],"$3,500",2000,Menifee,CA,08/09/17 1:13 am (2 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/ebd98c1f09e037e1f40ce110bbd0e1dd)
150XC,2017 KTM 150 sx2017 Ktm150 sx 45 hours Large tank Pro moto billet kick stand Skid plate Flywheel $5500,"$5,500",2017,Santa Monica,CA,08/07/17 6:16 pm (4 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/ec4dd7375d8d269b93c8e487a83017f1)
CR500,Cr500 1993 CR 500 cleanVery clean and low hr bike. My uncle Stored it correctly since 2000 and before that he didn't ride it much. Never raced or abused. I cleaned out carb and the thing runs perfect. It's easy to tell by looking at this bike how little it has been riddin [...],"$3,200",1993,inner richmond,CA,08/07/17 4:42 am (4 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/ec7c0cfcf2e356ba2b9391eaa2e8def9)
KTM 200,"2003 ktm exc 200 $1,900All paper work included with bike. Runs out nice, bike won't last. No stupid questions or low balls, all will be ignored. Selling as is. Selling to buy a boat.","$1,900",2003,Smithville,MO,08/07/17 10:20 pm (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/ec83b7a2410c881db00a45e3caaf4d6e)
KTM 525,"2008 KTM 530 EXCRFirm on price, no haggling. New tires Original, no upgrades 5000 miles Needs nothing, runs perfect Title in hand I'm the second owner Selling to upgrade Enduro Street legal","$4,500",2008,Chicago,IL,08/08/17 12:48 am (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/eceeadf46af66e3414d6db8f0b7e1890)
150XC,2012 ktm 150sx2012 ktm 150sx low hours -brand new hot rod crank and vertex piston kit less than 2 hours on whole engine have receipts to prove -brand new reinforced moto seat -two full sets of plastics and graphics with misc extra plastics -newer renthal chain [...],"$3,100",2012,alexandria,OH,08/08/17 2:14 am (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/eceeb7ad8edd52e6a08028184f38fb90)
Husky WR,"2009 husqvarna wr 125Registered in CT as offroad vehicle. Completely gone through bike. New bearings in wheels, suspension, headset, new tires, tubliss innertubes, new reed valves, forks rebuilt new fmf exhaust, new chain And rear sprocket. Engine is strong one kick. Rea [...]","$2,000",2009,Stamford ct,CT,08/10/17 4:29 pm (1 day ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/ed6a702dc32e83ed6cd33dfc121c459a)
