Bike,Description,Price,Year,Location,State,Listed,Source,Link,Category_dual.sport,Category_enduro.bikes,Category_mini.bikes,Category_motocross.bikes,Category_trail.bikes
,"Suzuki RMX 250 Plated 2 strokeSuzuki RMX 250. I purchased this bike from a guy who collects bikes of this era a few years back, It's in fantastic condition with very very low hours/miles. Runs perfect is a great off road bike or total cheater for dual sport riders. The bike is de [...]","$2,800",NA,Chico,CA,08/09/17 10:21 am (2 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/4e63e67c867d9b05ff2c7a13e0287c91),1,1,0,0,0
CRF 250X,2004 Honda CRF 250I am selling my 04 CRF 250. I just bought a CRF 450 so it is time to say good bye. I have the title here with me. She runs great for a 13 year old bike. I'm looking to send her to a good home and to a rider that will treat her well. I'll tell you wha [...],"$2,000",2004,Forest Grove,OR,08/08/17 3:26 am (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/4ec2653155e4f980e3379d5ceb5f940f),0,1,0,0,0
CRF 450X,"05' Honda CRF 45005' crf 450r Bike is in perfect condition ready to ride Just spend $600 two month ago in Complete tune up synthetic oil, oil filter, air filter and spark plug and valve adjustment, rebuild carburetor and new water pump and new coolant Bike also h [...]","$2,500",2005,San diego,CA,08/07/17 9:23 pm (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/4ed055afbdfa399838d197a207282391),0,1,0,0,0
CRF 450X,Crf450 2003I am selling my crf 450 03 $1900 obo. This one is green sticker and thats rare for this year.no restrictions you can ride anywhere anytime. This thing is a beast. Has flexx bar .A small really crazy laud muffler. Bigger picks. New plastics. Title in [...],"$1,900",2003,green sticker,CA,08/10/17 5:37 am (1 day ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/5342487376666e83d9a019ecaaf27f34),0,1,0,0,0
CRF 450X,Crf 450I have a 2012 crf 450r for sale bike runs great new chain and sprockets lots of aftermarket parts the bike is in perfect condition 4500 or best offer text me at show contact info,"$4,500",2012,Gloucester,MA,08/08/17 4:00 pm (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/54aedaebb8b9068302fa0f1eb4fa50e7),0,1,0,0,0
WR450F,"Yamaha WR450F2012 Yamaha 450 WRF. Excellent condition, low miles (~800). No time to ride. Serviced, current OHV sticker, ready to ride. Always stored inside and put away clean! Never dumped or thrashed. If you are looking for a great ""like new"" bike that has been [...]","$6,050",2012,Albany,OR,08/07/17 7:12 pm (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/561329a24065965636eddc3266d67da5),0,1,0,0,0
CRF 450X,2006 Honda CRF450XWell maintained; original owner; runs excellent. >FMF Q4 exhaust w/ spark arrestor >FMF Power Bomb header >Scotts steering stabilizer >Renthal bars >IMS oversize fuel tank >JD carb kit >Radiator guards/braces >Skid pla [...],"$3,500",2006,Stevenson Ranch,CA,08/10/17 9:31 pm (20 hours ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/575375c85cd16511367c6fdadea1352f),0,1,0,0,0
CRF 250X,"Honda CRF250XThis is a like-new 2012 Honda CRF250X. This bike is completely all stock, with a few add ons to protect it from the rocks. As you can see in the pictures, I installed a Works Connection skid plate, MSR radiator braces, Cycra Handguards, and a FMF exh [...]","$4,500",2012,"Springfield, MO",MO,08/07/17 1:31 am (4 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/57ce691a2173d74db1dfa6d054b222bf),0,1,0,0,0
CRF 250X,"Honda Crf 2502015 Honda Crf250l. Dual sport 1 owner, 1300 miles. Like new.Fuel Injected. Full fmf exhaust with EJK programmer. K&N air filter. Intergrated talight with LED headlight and Built in flashers on hand guards. New handlebars, frame guard, radiator g [...]","$4,500",2015,Fort Wayne,IN,08/08/17 1:10 am (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/5938306eb10b6ce43d23ffb9c2fb3cf7),0,1,0,0,0
CRF 250X,2004 Honda CRF250X New TopendThis is a very clean 2004 crf250x Honda just had the intake and exhaust valve done and new piston/rings pro-x 10hrs ago Person before Well the gentlemen I got the bike from someone did the Airbox Mod and did not rejet the Carburator So the carbon bui [...],"$3,300",2004,Newcastle,CA,08/08/17 3:13 pm (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/5edcc1e2a3bb0b51b3c1a591e68c1ad7),0,1,0,0,0
CRF 450X,2008 Honda Crf4502008 Honda crf450 for sale. Low hours and lots of upgrades. Bought it several years ago and I've only taken it around my farm a few times. Helmet and goggles included.,"$2,750",2008,Hogansville,GA,08/07/17 5:04 pm (4 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/5f6fe7784475e1dafc2da7ede8c2cd3a),0,1,0,0,0
CRF 250X,"Electric start 2016 Honda CRF 250XAll the services are done and carb was cleaned, this bike is ready to ride.","$2,000",2016,cleveland,OH,08/07/17 10:26 am (4 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/620d127f900c1acb80fb6a3fc795fb2d),0,1,0,0,0
RMX 250,"1996 Suzuki RMX 250Clean bike runs great 2ND owner with extra desert tank & factory manual.Local sale,cash only. Call or text show contact info","$1,900",1996,Carmichael,CA,08/08/17 11:01 am (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/62eadca836088efc91d86e425093f5d9),0,1,0,0,0
Husaberg,"Husaberg 570 supermoto, titled and platedEdited to add better photos and a walk around video link Originally an FE570, the bike has been nicely converted with Behr rims. Parts are easy to get as KTM owned Husaberg and everything has a KTM part number. This bike is titled and plated here in [...]","$4,500",NA,Waleska,GA,08/10/17 3:25 pm (1 day ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/633766b2ffe19dfa00856240bcb6e4bd),1,1,0,0,0
,"Husaberg 570 supermoto, titled and platedEdited to add better photos and a walk around video link Originally an FE570, the bike has been nicely converted with Behr rims. Parts are easy to get as KTM owned Husaberg and everything has a KTM part number. This bike is titled and plated here in [...]","$4,500",NA,Waleska,GA,08/10/17 3:25 pm (1 day ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/633766b2ffe19dfa00856240bcb6e4bd),1,1,0,0,0
CRF 450X,"2007 Honda CRF450 RExcellent condition ,one owner , less than 100 hours - serious inquires only","$3,500",2007,Bethelem,GA,08/11/17 1:37 pm (4 hours ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/6393ec2da572c274f2382a1650b3e08a),0,1,0,0,0
WR450F,"Wr450f - low hours, extra goodies2006 wr450f, clean title, pink in hand, green sticker good thru June 2018 (green sticker = not street legal/no plate) Just did an oil change/put on a new air filter. Ready to ride! Electric AND kick start (keyed ignition) Rekluse clutch Scotts st [...]","$2,800",2006,san leandro,CA,08/10/17 8:18 pm (21 hours ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/666cbf8d53b2c9fa7bb34e5ac2622772),0,1,0,0,0
CRF 450X,"2005 Honda CRF450Runs great, good tires and brakes. Starts easy. No title, bill of sale, I will assist with appying for title if desired. Call 785-two-two-four, six one six four. CRF450R crf CRF450","$2,200",2005,Overland Park,MO,08/11/17 12:02 am (17 hours ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/67469105ed633d3c78ce531456feab8f),0,1,0,0,0
CRF 450X,"2003 Honda CRF450Looking to sell my 2003 CRF450. It has been a great bike for the past year that I have had it but I need the money more than I need the bike. I have taken very good care of it, meaning change the fluids every few rides and make sure everything is run [...]","$2,300",2003,Boise,ID,08/07/17 6:15 am (4 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/67910e3f565a58915ab677e9e7cdea76),0,1,0,0,0
CRF 450X,2006 HONDA CRF 450XSuper clean. Runs great. FMF pipe. New front and rear tires. Perfect for Enduro kit to make street legal! Pink slip in hand. Registration current! Price dropped! CRF450X Honda CRF 450X CRF450,"$3,100",2006,Burbank,CA,08/09/17 2:31 pm (2 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/681b5b73d7ba635681337ff98dd9b7f8),0,1,0,0,0
WR450F,"2014 Wr-450f SupermotoI'm selling my 2014 Wr-450f Street Legal Supermoto with 25xx Miles. Like new condition. Mods Include: -Custom Warp 9 17"" wheels w/Michelin Pilot Power 2CT Tires -Oversized 320mm Front Rotor -GYTR Ecu and Throttle Kit -Fmf Exhaust -DID X-Ring ch [...]","$8,500",2014,Canton,MI,08/08/17 3:15 am (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/690d2c28a0db9d6940f0e747de3b3678),1,1,0,0,0
,"2014 Wr-450f SupermotoI'm selling my 2014 Wr-450f Street Legal Supermoto with 25xx Miles. Like new condition. Mods Include: -Custom Warp 9 17"" wheels w/Michelin Pilot Power 2CT Tires -Oversized 320mm Front Rotor -GYTR Ecu and Throttle Kit -Fmf Exhaust -DID X-Ring ch [...]","$8,500",2014,Canton,MI,08/08/17 3:15 am (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/690d2c28a0db9d6940f0e747de3b3678),1,1,0,0,0
CRF 250X,original owner 2016 Honda CRF 250X- 45 hours on bike total - original owner - tons of new spare parts to go with,"$2,000",2016,boise,ID,08/07/17 10:54 am (4 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/6939c0a230b7fed09df65db65e244c6d),0,1,0,0,0
WR450F,Yamaha wr450fBrand new never used show contact info,"$6,800",NA,Des plaines,IL,08/10/17 3:19 am (1 day ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/6a3e7fef7c8266a1750d2a342d15ebc4),0,1,0,0,0
CRF 450X,"2003 Honda CRF 450This bike is super clean, Race Tech gold valve suspension front & rear, Black anodized front forks, red anodized rear shock, Universal triple clamps, Pro taper bars, full FMF titanium Pro 4 exhaust system, fresh motor, PWR radiators w/ braces, ex [...]","$2,000",2003,Bixby Knolls,CA,08/10/17 2:37 am (1 day ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/6aee0bdc664d57c00b6e7951a972fbaf),0,1,0,0,0
CRF 250X,"Awesome bike 2016 Honda CRF 250Xsuper clean very reliable clean Texas title, all stock. Awesome bike.","$2,000",2016,austin >,TX,08/07/17 10:44 am (4 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/6edee09cd142a8dab92d54c8fe12294c),0,1,0,0,0
KLX 450R,"klx 450rVery clean, second owner, GREEN sticker, and stock except fmf exhaust.","$3,900",NA,dublin / pleasanton / livermore,CA,08/08/17 8:38 pm (2 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/6fe4b88334e39ebcaecf28694d5b578b),0,1,0,0,0
CRF 450X,"CRF 45009 crf450r. Super Clean/Fast Bike, pulls harder then any other 450. Come see for yourself. $3800 Tires like new (shown in pics) Tubeless front wheel Big mousse rear wheel Yoshi Exhaust Yoshi cam Redyno Pro taper evo bars Zeta folding clutch l [...]","$3,800",2009,Cave Creek,AZ,08/08/17 4:25 am (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/71515e97a59f2ffbc98eac3d78ef68ba),0,1,0,0,0
WR450F,04 yamaha wr450fElectric start bike fires right up may need carb cleaned out. Plastics are ruff bikes in great shape other than that lost title bill of sale has new fuel lines new battery an new air cleaner. Maybe trade obo no scams no shipping no bulshit call Jon 9 [...],"$1,400",2004,Oakland,CA,08/08/17 8:03 pm (2 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/7238db09595e20b0196dc088867be9f1),0,1,0,0,0
CRF 450X,"CRF 450 xWell maintained street legal with newer tires. Just had values adjusted and tons of upgrades. New battery, helmet, pads, boots size 11 service manual Call, text or email. show contact info","$3,000",2011,Cave Creek,AZ,08/08/17 2:45 am (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/7286a643183f110ef673d203bfbb709e),0,1,0,0,0
CRF 450X,"CRF 450lower than most 2007 dirtbikes out there, starts right up, new plastics and pipe 2300 very clean show contact info crf450 450 honda dirtbike 4-stroke 2007","$2,300",2007,Redondo beach,CA,08/11/17 7:17 am (10 hours ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/73ac8291f03af73ca149a80bcb554625),0,1,0,0,0
CRF 450X,"2005 Honda CRF 450x2005 CRF 450X for sale. Have only ridden the bike a handful of times since I've owned it. Well maintained. And in great condition. Low hours. Asking $3,200 obo Please call/text Ricky pink slip in hand","$3,200",2005,Escondido,CA,08/11/17 1:13 am (16 hours ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/7493afaaf0809b37a6866b9a9f803e63),0,1,0,0,0
CRF 450X,"2009 Honda CRF450X CRF 450 XFor Sale a 2009 Honda CRF450X. It has been ridden often but always regularly serviced. New tires, valves adjusted, new oil, starter clutch and carb clean. As you noticed, the bike has a desert tank, emissions removal kit, comfort seat, extra tail/bra [...]","$3,750",2009,101/scottsdale rd,AZ,08/08/17 4:15 am (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/74e02e8f5c9b425367dcdcdd2685e4e2),0,1,0,0,0
Husaberg,2009 husaberg fe4592009 husaberg fe450. Very low hours. Adult owned. It has a ppe programmer. New battery. Just don't ride it. I bought my son a small bike to ride and he has no interest in riding. Have the title. Also we have a 2006 Yamaha ttr 90 for sale.,"$3,500",2009,Lovelady,TX,08/11/17 1:04 am (16 hours ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/753fce726675f6af4b450603a7fd1868),0,1,0,0,0
WR450F,"2005 Yamaha wr450 dual sport (plated2005 Yamaha WR 450 Original owner. Clean title in hand. Electric and kick start. Very reliable. Well maintained, mechanic owned, trail ridden only, amazing machine, just serviced, ready to ride, needs nothing! WA plate. Unfortunately, I must sell my [...]","$3,750",2005,Beaverton,OR,08/08/17 5:18 am (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/7a1f3fe18cb93ba2c51519acc631553f),1,1,0,0,0
,"2005 Yamaha wr450 dual sport (plated2005 Yamaha WR 450 Original owner. Clean title in hand. Electric and kick start. Very reliable. Well maintained, mechanic owned, trail ridden only, amazing machine, just serviced, ready to ride, needs nothing! WA plate. Unfortunately, I must sell my [...]","$3,750",2005,Beaverton,OR,08/08/17 5:18 am (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/7a1f3fe18cb93ba2c51519acc631553f),1,1,0,0,0
CRF 450X,"Honda crf450 2014Runs excellent,fresh plastics and graphcis,factory Connecion suspension and much more NO TRADE $4000 obo for more information call or Tex show contact info","$4,000",2014,Newark,NJ,08/11/17 1:23 pm (4 hours ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/7a3303bc757801911572387952a1fc1d),0,1,0,0,0
CRF 250X,"Honda CRF 250 X (2006)This bike only has normal wear and tear and is overall in great shape both mechanically and cosmetically. The bike is ready to ride! The bike can be viewed at ProLine Motor Sports in Loganville, Ga. where the owner has it consigned for inspection. [...]","$2,599",2006,Loganville,GA,08/10/17 5:34 pm (1 day ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/7a5661debd67bc47419e2d75a95a2f15),0,1,0,0,0
CRF 250X,"Honda CRF 250XUp for sale is my son's 2005 Honda CRF 250X. I bought a couple dirt bikes for us to ride but he lost interest right away. I purchased it a few months ago, it just had a tune up, valve job, new tires when I bought it. It has some mods, such as Pro Tap [...]","$2,900",2005,dublin / pleasanton / livermore,CA,08/10/17 5:35 am (1 day ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/7ca9b3294c63aa49cf5c8fa039a3d8f8),0,1,0,0,0
WR450F,"2012 wr450f street legalUp for sale or possible trade if it sparks my interest, (no bikes please, not looking for another bike ) my street legal wr450. Its got the full fmf exhaust, GYTR tuner and Yamaha ecu with a few programs alredy programmed. Fuel injected so the thrott [...]","$6,900",2012,sunland,CA,08/09/17 5:25 am (2 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/7d06acb4a21bf02fc8640206b7ad2658),1,1,0,0,0
,"2012 wr450f street legalUp for sale or possible trade if it sparks my interest, (no bikes please, not looking for another bike ) my street legal wr450. Its got the full fmf exhaust, GYTR tuner and Yamaha ecu with a few programs alredy programmed. Fuel injected so the thrott [...]","$6,900",2012,sunland,CA,08/09/17 5:25 am (2 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/7d06acb4a21bf02fc8640206b7ad2658),1,1,0,0,0
CRF 450X,"08' CRF 450XThe bike has less than 400 miles on it. Has been babied since day one, this bike is 100% Ready for the trails, needs nothing. Come take a look today!!! Call Jason @ show contact info title is in my name.","$4,500",2008,Houston,TX,08/07/17 6:36 pm (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/7d533001f6d18edc23d1812fa6a22ad0),0,1,0,0,0
CRF 250X,Very clean 2016 Honda CRF 250XBike still has stock back tire and chain. Very clean. All original,"$2,000",2016,indianapolis,IN,08/07/17 10:18 am (4 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/7dfa30b2cf6950a938a4f57c0ff89a19),0,1,0,0,0
CRF 450X,2015 Honda CRF450 with 9.1hrsSelling my 2015 Honda CRF450 with only 9.1hrs. The bike is in showroom shape and all stock except ODI lock on grips. Not desperate to sell it so please no low ballers or tire kickers. Just having more fun on my 125 right now. Price is firm at $4700. [...],"$4,700",2015,League City,TX,08/10/17 9:31 pm (20 hours ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/80aacdca15e4c0008e1f9836de59eec8),0,1,0,0,0
CRF 450X,"2006 CRF 450 w UpgradeVery fast and powerful CRF 450R NEWER TIRES DESERT MAXXIS IT. high performance exhaust Hi- flow water pump Black wheels Black Cycra brush guards 3 gallon desert tank upgraded skid plate, rock guards, exhaust shield. Pro Taper bars pillow top [...]","$1,950",2006,El Cajon,CA,08/08/17 7:46 pm (2 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/80c202540bf9cc67e8c6a9cc1714eb2a),0,1,0,0,0
CRF 450X,"2011 Honda crf4502011 Honda Crf 450r. Really clean low hour bike under 40 hours on it. I am the second owner of it, only selling because I bought another bike. Has a coolant overflow catch can and slip on Yoshimura carbon fiber exhaust. New parts in the last month. [...]","$3,000",2011,Norfolk,NE,08/08/17 8:15 pm (2 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/81acb82ef4941d0875496a0fe5e9ad04),0,1,0,0,0
CRF 450X,"crf 450clean 2006 CRF450. FMF exhaust, DID dirt star wheels and hubs. Really clean and low hour bike for the year. Call for more info. Thanks","$3,200",2006,Stacy,MN,08/09/17 6:10 pm (1 day ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/821eb6d97cdafadd704563abd266501e),0,1,0,0,0
CRF 450X,2012 Honda crf 450x2012 Honda crf450x electric start two brothers slip on rejetted to match new tires after market sprocket bark busters really a great bike The Honda 450x is geared for trail riding its a very friendly bike if you want to putt around all day with the k [...],"$6,000",2012,Bakersfield,CA,08/08/17 2:59 pm (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/82ef21d1e86465d0ad06933a4ed1151c),0,1,0,0,0
CRF 450X,"2006 Honda Crf 450Runs Great, Garage kept Showa Forks, re valved by Pro Circuit Pro Circut shock and linkage Aftermarket black rims and hubs Pro Taper Bars Bleeder buttons for the forks Engine rebuilt last year, replaced; crank, piston, ring, cylinder, valves, a [...]","$2,300",2006,McDonough,GA,08/11/17 2:48 am (15 hours ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/83678ead8a58be6cb20e9a71ef9178f7),0,1,0,0,0
CRF 250X,"Runs Great 2016 Honda CRF 250X2016 CRF 250X, Great Shape, Runs Great, Electric Start.","$2,000",2016,kansas city,MO,08/07/17 10:32 am (4 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/84c5376b26468f44f777d5cd39480425),0,1,0,0,0
CRF 450X,Plated 2008 CRF450XPlated 2008 CRF450X. Just replaced fork seals. Good condition.,"$4,500",2008,"Rescue, CA",CA,08/07/17 11:47 pm (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/86595084df27bcaf2f5cbc379569195d),1,1,0,0,0
,Plated 2008 CRF450XPlated 2008 CRF450X. Just replaced fork seals. Good condition.,"$4,500",2008,"Rescue, CA",CA,08/07/17 11:47 pm (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/86595084df27bcaf2f5cbc379569195d),1,1,0,0,0
CRF 450X,"2005 Honda CRF 450x (Low Hours)I have a 2005 Honda CRF 450x for sale. It's mostly stock with the exception of an aftermarket White Brothers exhaust, hand guards, and a 49 tooth steel rear spocket. No hour meter on the bike but I would be surprised if it had 50 hours on it between [...]","$3,600",2005,Ramona,CA,08/11/17 1:14 am (16 hours ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/8c30f7b58c4e30a1daaa02b4244591a0),0,1,0,0,0
CRF 450X,02 crf 450I have a 02 crf 450 that is race ready! I had the engine rebuilt a couple years ago and built the motor up by sleeving the piston and putting a bigger cam in it. The motor only has maybe twenty hours on it since the work was done I just don't have th [...],"$3,000",2002,Bonney lake,WA,08/08/17 2:18 am (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/8cc005239ccc91310fb5e1484351cae5),0,1,0,0,0
CRF 250X,2005 Honda CRF250XUp for sale is a 2005 Honda CRF250X. It has like new tires and a brand new battery. The tail light is missing. It has minor scuffs and scratches on the plastics. The bike was hardly used and well maintained. I am selling it since I don't ride it much [...],"$2,900",2005,san jose west,CA,08/08/17 3:50 am (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/8eca5a45fab7fedc2bc062c83ce1b563),0,1,0,0,0
KLX650,Klx 650r Street LegalUp for sale is my 93 klx 650r that is tagged and titled in Ga. the only reason I'm selling is I need money for a wedding. The only thing the bike needs to be 100% is an ignition coil. It kicks over and starts and idles on the second kick but just doe [...],"$1,500",1993,Woodstock,GA,08/08/17 1:31 pm (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/8f60e5e52fc81782fadc61a3fbccb973),1,1,0,0,0
KLX650,Klx 650r Street LegalUp for sale is my 93 klx 650r that is tagged and titled in Ga. the only reason I'm selling is I need money for a wedding. The only thing the bike needs to be 100% is an ignition coil. It kicks over and starts and idles on the second kick but just doe [...],"$1,500",1993,Woodstock,GA,08/08/17 1:31 pm (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/8f60e5e52fc81782fadc61a3fbccb973),1,1,0,0,0
CRF 250X,adult owned 2016 Honda CRF 250XThis bike has been adult owned raced once and maintainaned every ride. dirtbike,"$2,000",2016,nashville,TN,08/07/17 12:10 pm (4 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/9007e09de962a7aba079380784556cb0),0,1,0,0,0
CRF 250X,"HONDA CRF 250 X 250X PUSH START GREEN STICKER TRAIL DIRTBIKE MOTOCROSSFor sale is my 2006 Honda CRF 250x. I am the original owner. It has been very well maintained. It has only been trail ridden, never raced. Has a push start. Green sticker. Fires up on first try. I just had the carbs fully tuned and valves adjusted. S [...]","$2,499",2006,albany / el cerrito,CA,08/07/17 10:15 pm (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/902d821d637e81b40fea8102cf02f73c),0,1,0,0,0
CRF 450X,"2008 Honda CRF450 R2008 Honda CRF450 R Low hours, just sits in my garage, all stock except for oversize pegs and asv clutch/brake levers has newer tires/sprockets/chain $3200$ Shane- show contact info","$3,200",2008,Lancaster,CA,08/07/17 4:16 pm (4 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/906a2f7f6876f43de2ea44961b0569e1),0,1,0,0,0
CRF 450X,"2014 Honda crf450Super clean 2014 crf 450, has suspension done for mx, pro circuit ti-5's fresh tires, only has about 50 hours on complete bike. Asking 5000. Call or text 661 sixsevenfive 8437.","$5,000",2014,Lancaster,CA,08/07/17 11:22 pm (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/92d0ea349125a6baa611f7f356e8a487),0,1,0,0,0
WR450F,2000 WR 400 FM Yamaha2000 Yamaha WR400FM Dual. Great bike I am the 2nd owner. Bike runs great! Set up for dirt. I have a paddle for the sand. I have only taken it out on back country logging roads and ORV parks. Could be converted to street legal just buy the kit. FYSA I [...],"$2,700",2000,Tacoma,WA,08/08/17 2:29 am (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/92d524cb6bcdd62056fcc048427ea0eb),0,1,0,0,0
WR450F,"Yamaha 2014 WR450Selling a great looking bike in excellent condition, fast and light trail bike with a hand-full of rides Yamaha WR 450F fuel inyected syatem with lots of power GPR stabilizer. Yoshimura pipe. Desert fuel Tank Shark fin Fork protector New Maxxis [...]","$5,600",2014,Eastlake,CA,08/10/17 3:36 am (1 day ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/97188d6cdf19a0d771fda637ad0aba1d),0,1,0,0,0
300XC-W,KTM 300XCW2013 300xcw. New condition only 35 hours total. No trades. Bike is in GR but im in metro Detroit for work alot,"$5,750",2013,Grand rapids,MI,08/09/17 2:06 am (2 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/998a90532a56cada31530fae382470b1),0,1,0,0,0
CRF 450X,"Honda crf 450Like new low hs clean fl title Nice bike , never raced Call show contact info","$4,200",NA,Miami,FL,08/09/17 4:25 pm (2 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/9d17d824ff1f093ce49feb39133438e8),0,1,0,0,0
CRF 450X,"honda 07 crf 450I have an 07 crf450r. Getting rid of BC I work grave yard and dont have time. Clean title,Oil changed every 10 hours. Over 5k in upgrades and have gear on the side to sell. No trades. Firm on price show contact info mods: Carb rebuild Pinnacle racing f [...]","$4,000",2007,granite falls,WA,08/09/17 6:26 am (2 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/a19d86ad6eac5c6a694bab15463d18c5),0,1,0,0,0
CRF 450X,2015 Honda CRF450 excellent shape only 9hrs.Selling my 2015 Honda CRF450 with only 9.1hrs. The bike is in showroom shape and all stock except ODI lock on grips. Not desperate to sell it so please no low ballers or tire kickers. Just having more fun on my 125 right now. Price is firm at $4700. [...],"$4,700",2015,League City,TX,08/10/17 9:31 pm (20 hours ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/a2e78356af7b0b0f9f6a7375ff068049),0,1,0,0,0
WR450F,2015 yamaha wr450fLow hours need it gone call show contact info,"$6,500",2015,san bruno,CA,08/10/17 11:30 am (1 day ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/a3aed635630b3ac60c41122c36999524),0,1,0,0,0
CRF 450X,HONDA CRF450 2006LIKE NEW! MANY EXTRAS CALL JEFF show contact info,"$2,500",2006,Reno,NV,08/08/17 3:17 pm (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/a455905a5c12f02b472ca30416512207),0,1,0,0,0
CRF 450X,Honda CRF 450X Dual Sport Street LegalFor sale a used Honda CRF 450X dual sport street legal motorcycle The bike is in great condition and runs perfect. Newly rebuilt top end (1 year ago) and well maintained (oil change every 2 rides). I had a race mechanic go through the bike every seas [...],"$4,800",NA,Vista,CA,08/10/17 12:52 am (1 day ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/a45dd47237ba26dd309c594d7add71a7),1,1,0,0,0
,Honda CRF 450X Dual Sport Street LegalFor sale a used Honda CRF 450X dual sport street legal motorcycle The bike is in great condition and runs perfect. Newly rebuilt top end (1 year ago) and well maintained (oil change every 2 rides). I had a race mechanic go through the bike every seas [...],"$4,800",NA,Vista,CA,08/10/17 12:52 am (1 day ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/a45dd47237ba26dd309c594d7add71a7),1,1,0,0,0
CRF 250X,"2009 Honda Crf250xSelling my 2009 Crf250x. Hate to see it go but I never have the time to ride it anymore and I would rather see it go to a new owner who rides it. I am the second owner and have put very low hours on it. Never raced or ridden hard, the previous owner [...]","$5,500",2009,"Anacortes, WA",WA,08/10/17 6:15 pm (23 hours ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/a488e9d3b9bb6a67dc8ce0fd034ff9fe),0,1,0,0,0
